257,14,7,
258,35,18,
259,15,8,
260,25,13,
261,17,9,
262,3,2,
263,10,5,
264,37,19,
265,34,17,
266,25,13,
267,26,13,
268,11,6,
269,29,15,
270,26,13,
271,1,1,
272,8,4,
273,21,11,
274,25,13,
275,11,6,
276,26,13,
277,33,17,
278,1,1,
279,30,15,
280,39,20,
281,23,12,
282,36,18,
283,7,4,
284,17,9,
285,27,14,
286,22,11,
287,27,14,
288,33,17,
289,37,19,
290,26,13,
291,25,13,
292,16,8,
293,17,9,
294,26,13,
295,16,8,
296,16,8,
297,15,8,
298,30,15,
299,2,1,
300,9,5,
301,40,20,
302,35,18,
303,15,8,
304,8,4,
305,29,15,
306,40,20,
307,21,11,
308,6,3,
309,4,2,
310,13,7,
311,14,7,
312,6,3,
313,13,7,
314,34,17,
315,17,9,
316,9,5,
317,17,9,
318,31,16,
319,39,20,
320,22,11,
321,3,2,
322,17,9,
323,10,5,
324,14,7,
325,21,11,
326,39,20,
327,14,7,
328,3,2,
329,28,14,
330,17,9,
331,4,2,
332,22,11,
333,2,1,
334,26,13,
335,20,10,
336,19,10,
337,37,19,
338,31,16,
339,3,2,
340,40,20,
341,34,17,
342,1,1,
343,8,4,
344,34,17,
345,19,10,
346,29,15,
347,8,4,
348,13,7,
349,26,13,
350,7,4,
351,36,18,
352,22,11,
353,19,10,
354,17,9,
355,39,20,
356,1,1,
357,16,8,
358,22,11,
359,36,18,
360,10,5,
361,39,20,
362,12,6,
363,21,11,
364,22,11,
365,29,15,
366,4,2,
367,12,6,
368,15,8,
369,24,12,
370,25,13,
371,24,12,
372,24,12,
373,30,15,
374,34,17,
375,22,11,
376,21,11,
377,5,3,
378,26,13,
379,39,20,
380,31,16,
381,6,3,
382,6,3,
383,36,18,
384,29,15,
385,32,16,
386,25,13,
387,7,4,
388,21,11,
389,8,4,
390,23,12,
391,31,16,
392,1,1,
393,14,7,
394,18,9,
395,40,20,
396,23,12,
397,7,4,
398,17,9,
399,4,2,
400,14,7,
401,4,2,
402,17,9,
403,22,11,
404,21,11,
405,11,6,
406,28,14,
407,27,14,
408,17,9,
409,23,12,
410,17,9,
411,25,13,
412,37,19,
413,1,1,
414,26,13,
415,13,7,
416,19,10,
417,37,19,
418,23,12,
419,8,4,
420,19,10,
421,14,7,
422,31,16,
423,5,3,
424,18,9,
425,33,17,
426,6,3,
427,30,15,
428,35,18,
429,26,13,
430,30,15,
431,18,9,
432,39,20,
433,33,17,
434,23,12,
435,8,4,
436,40,20,
437,37,19,
438,4,2,
439,38,19,
440,22,11,
441,8,4,
442,12,6,
443,18,9,
444,25,13,
445,20,10,
446,19,10,
447,38,19,
448,5,3,
449,5,3,
450,2,1,
451,12,6,
452,33,17,
453,23,12,
454,4,2,
455,21,11,
456,6,3,
457,3,2,
458,18,9,
459,18,9,
460,18,9,
461,31,16,
462,2,1,
463,31,16,
464,4,2,
465,27,14,
466,13,7,
467,10,5,
468,20,10,
469,34,17,
470,30,15,
471,33,17,
472,10,5,
473,26,13,
474,1,1,
475,24,12,
476,5,3,
477,30,15,
478,15,8,
479,33,17,
480,19,10,
481,40,20,
482,39,20,
483,27,14,
484,1,1,
485,6,3,
486,15,8,
487,33,17,
488,14,7,
489,37,19,
490,3,2,
491,36,18,
492,29,15,
493,35,18,
494,3,2,
495,8,4,
496,2,1,
497,1,1,
498,16,8,
499,8,4,
500,27,14,
501,3,2,
502,37,19,
503,21,11,
504,14,7,
505,16,8,
506,28,14,
507,19,10,
508,15,8,
509,36,18,
510,4,2,
511,17,9,
512,35,18,
513,11,6,
514,9,5,
515,28,14,
516,1,1,
517,31,16,
518,32,16,
519,37,19,
520,23,12,
521,2,1,
522,34,17,
523,33,17,
524,33,17,
525,3,2,
526,15,8,
527,21,11,
528,8,4,
529,9,5,
530,36,18,
531,20,10,
532,34,17,
533,16,8,
534,39,20,
535,9,5,
536,18,9,
537,2,1,
538,13,7,
539,24,12,
540,39,20,
541,8,4,
542,10,5,
543,21,11,
544,36,18,
545,23,12,
546,26,13,
547,24,12,
548,30,15,
549,19,10,
550,2,1,
551,34,17,
552,13,7,
553,11,6,
554,16,8,
555,21,11,
556,14,7,
557,6,3,
558,2,1,
559,2,1,
560,39,20,
561,38,19,
562,14,7,
563,6,3,
564,23,12,
565,6,3,
566,20,10,
567,4,2,
568,12,6,
569,3,2,
570,6,3,
571,31,16,
572,14,7,
573,21,11,
574,6,3,
575,26,13,
576,37,19,
577,8,4,
578,28,14,
579,7,4,
580,25,13,
581,17,9,
582,26,13,
583,35,18,
584,23,12,
585,35,18,
586,33,17,
587,25,13,
588,12,6,
589,39,20,
590,15,8,
591,27,14,
592,28,14,
593,18,9,
594,17,9,
595,13,7,
596,17,9,
597,38,19,
598,14,7,
599,27,14,
600,34,17,
601,36,18,
602,31,16,
603,1,1,
604,20,10,
605,20,10,
606,12,6,
607,39,20,
608,7,4,
609,27,14,
610,29,15,
611,3,2,
612,17,9,
613,37,19,
614,5,3,
615,7,4,
616,15,8,
617,20,10,
618,30,15,
619,23,12,
620,31,16,
621,17,9,
622,33,17,
623,13,7,
624,14,7,
625,7,4,
626,36,18,
627,35,18,
628,31,16,
629,15,8,
630,4,2,
631,5,3,
632,39,20,
633,11,6,
634,23,12,
635,16,8,
636,3,2,
637,9,5,
638,17,9,
639,1,1,
640,33,17,
641,37,19,
642,13,7,
643,13,7,
644,16,8,
645,11,6,
646,25,13,
647,18,9,
648,29,15,
649,14,7,
650,18,9,
651,20,10,
652,15,8,
653,10,5,
654,31,16,
655,35,18,
656,13,7,
657,2,1,
658,29,15,
659,5,3,
660,5,3,
661,15,8,
662,20,10,
663,4,2,
664,28,14,
665,18,9,
666,36,18,
667,34,17,
668,15,8,
669,28,14,
670,26,13,
671,29,15,
672,32,16,
673,28,14,
674,26,13,
675,2,1,
676,16,8,
677,8,4,
678,32,16,
679,31,16,
680,24,12,
681,31,16,
682,24,12,
683,3,2,
684,37,19,
685,33,17,
686,16,8,
687,7,4,
688,17,9,
689,29,15,
690,12,6,
691,38,19,
692,13,7,
693,25,13,
694,18,9,
695,1,1,
696,34,17,
697,14,7,
698,19,10,
699,12,6,
700,36,18,
701,34,17,
702,27,14,
703,12,6,
704,20,10,
705,2,1,
706,34,17,
707,26,13,
708,37,19,
709,5,3,
710,4,2,
711,7,4,
712,9,5,
713,24,12,
714,33,17,
715,18,9,
716,23,12,
717,40,20,
718,37,19,
719,4,2,
720,26,13,
721,26,13,
722,13,7,
723,10,5,
724,31,16,
725,6,3,
726,32,16,
727,20,10,
728,11,6,
729,1,1,
730,6,3,
731,29,15,
732,36,18,
733,19,10,
734,19,10,
735,22,11,
736,33,17,
737,12,6,
738,15,8,
739,20,10,
740,4,2,
741,24,12,
742,5,3,
743,21,11,
744,33,17,
745,12,6,
746,9,5,
747,24,12,
748,19,10,
749,5,3,
750,33,17,
751,19,10,
752,15,8,
753,23,12,
754,16,8,
755,13,7,
756,11,6,
757,10,5,
758,38,19,
759,35,18,
760,40,20,
761,29,15,
762,2,1,
763,38,19,
764,11,6,
765,9,5,
766,36,18,
767,11,6,
768,35,18,
769,25,13,
770,10,5,
771,8,4,
772,22,11,
773,23,12,
774,19,10,
775,37,19,
776,11,6,
777,13,7,
778,24,12,
779,11,6,
780,34,17,
781,16,8,
782,16,8,
783,7,4,
784,23,12,
785,38,19,
786,26,13,
787,17,9,
788,24,12,
789,5,3,
790,33,17,
791,13,7,
792,19,10,
793,29,15,
794,36,18,
795,31,16,
796,21,11,
797,10,5,
798,11,6,
799,5,3,
800,2,1,
801,21,11,
802,37,19,
803,28,14,
804,8,4,
805,7,4,
806,1,1,
807,15,8,
808,7,4,
809,21,11,
810,24,12,
811,10,5,
812,39,20,
813,27,14,
814,14,7,
815,22,11,
816,6,3,
817,26,13,
818,13,7,
819,7,4,
820,28,14,
821,35,18,
822,17,9,
823,2,1,
824,34,17,
825,27,14,
826,13,7,
827,20,10,
828,21,11,
829,33,17,
830,7,4,
831,8,4,
832,15,8,
833,30,15,
834,36,18,
835,24,12,
836,5,3,
837,37,19,
838,18,9,
839,40,20,
840,37,19,
841,31,16,
842,38,19,
843,11,6,
844,4,2,
845,1,1,
846,13,7,
847,37,19,
848,31,16,
849,10,5,
850,16,8,
851,11,6,
852,6,3,
853,11,6,
854,5,3,
855,27,14,
856,2,1,
857,23,12,
858,17,9,
859,4,2,
860,8,4,
861,19,10,
862,39,20,
863,17,9,
864,6,3,
865,6,3,
866,37,19,
867,23,12,
868,30,15,
869,32,16,
870,18,9,
871,30,15,
872,11,6,
873,26,13,
874,29,15,
875,15,8,
876,36,18,
877,5,3,
878,18,9,
879,10,5,
880,32,16,
881,21,11,
882,9,5,
883,2,1,
884,7,4,
885,29,15,
886,38,19,
887,16,8,
888,28,14,
889,23,12,
890,3,2,
891,11,6,
892,13,7,
893,13,7,
894,32,16,
895,17,9,
896,9,5,
897,18,9,
898,38,19,
899,5,3,
900,32,16,
901,25,13,
902,28,14,
903,9,5,
904,6,3,
905,16,8,
906,25,13,
907,32,16,
908,24,12,
909,25,13,
910,38,19,
911,30,15,
912,14,7,
913,33,17,
914,39,20,
915,29,15,
916,35,18,
917,13,7,
918,37,19,
919,16,8,
920,2,1,
921,21,11,
922,15,8,
923,14,7,
924,7,4,
925,33,17,
926,31,16,
927,18,9,
928,17,9,
929,9,5,
930,21,11,
931,3,2,
932,32,16,
933,8,4,
934,21,11,
935,29,15,
936,3,2,
937,22,11,
938,8,4,
939,20,10,
940,16,8,
941,38,19,
942,16,8,
943,16,8,
944,14,7,
945,29,15,
946,21,11,
947,22,11,
948,14,7,
949,6,3,
950,34,17,
951,39,20,
952,4,2,
953,30,15,
954,7,4,
955,32,16,
956,22,11,
957,22,11,
958,19,10,
959,14,7,
960,24,12,
961,4,2,
962,30,15,
963,24,12,
964,28,14,
965,16,8,
966,22,11,
967,17,9,
968,11,6,
969,35,18,
970,20,10,
971,5,3,
972,11,6,
973,17,9,
974,19,10,
975,2,1,
976,13,7,
977,18,9,
978,18,9,
979,21,11,
980,14,7,
981,25,13,
982,21,11,
983,25,13,
984,38,19,
985,10,5,
986,29,15,
987,23,12,
988,17,9,
989,8,4,
990,31,16,
991,7,4,
992,39,20,
993,26,13,
994,12,6,
995,12,6,
996,11,6,
997,30,15,
998,37,19,
999,40,20,
1000,22,11,
1001,40,20,
1002,39,20,
1003,3,2,
1004,19,10,
1005,8,4,
1006,2,1,
1007,22,11,
1008,4,2,
1009,30,15,
1010,24,12,
1011,21,11,
1012,8,4,
1013,11,6,
1014,33,17,
1015,2,1,
1016,15,8,
1017,39,20,
1018,27,14,
1019,5,3,
1020,12,6,
1021,9,5,
1022,11,6,
1023,8,4,
1024,34,17,
1025,38,19,
1026,37,19,
1027,23,12,
1028,32,16,
1029,23,12,
1030,25,13,
1031,5,3,
1032,1,1,
1033,4,2,
1034,6,3,
1035,25,13,
1036,20,10,
1037,8,4,
1038,29,15,
1039,14,7,
1040,24,12,
1041,19,10,
1042,6,3,
1043,27,14,
1044,35,18,
1045,11,6,
1046,2,1,
1047,12,6,
1048,36,18,
1049,13,7,
1050,22,11,
1051,16,8,
1052,16,8,
1053,32,16,
1054,25,13,
1055,34,17,
1056,27,14,
1057,28,14,
1058,6,3,
1059,7,4,
1060,39,20,
1061,11,6,
1062,30,15,
1063,33,17,
1064,4,2,
1065,12,6,
1066,10,5,
1067,26,13,
1068,10,5,
1069,37,19,
1070,18,9,
1071,16,8,
1072,2,1,
1073,16,8,
1074,18,9,
1075,37,19,
1076,26,13,
1077,24,12,
1078,36,18,
1079,9,5,
1080,7,4,
1081,9,5,
1082,29,15,
1083,36,18,
1084,6,3,
1085,32,16,
1086,12,6,
1087,13,7,
1088,31,16,
1089,7,4,
1090,17,9,
1091,3,2,
1092,28,14,
1093,5,3,
1094,8,4,
1095,31,16,
1096,33,17,
1097,24,12,
1098,9,5,
1099,20,10,
1100,25,13,
1101,34,17,
1102,6,3,
1103,19,10,
1104,23,12,
1105,30,15,
1106,28,14,
1107,3,2,
1108,8,4,
1109,19,10,
1110,30,15,
1111,27,14,
1112,3,2,
1113,33,17,
1114,12,6,
1115,9,5,
1116,6,3,
1117,25,13,
1118,17,9,
1119,34,17,
1120,19,10,
1121,10,5,
1122,17,9,
1123,30,15,
1124,26,13,
1125,32,16,
1126,10,5,
1127,10,5,
1128,4,2,
1129,24,12,
1130,18,9,
1131,16,8,
1132,38,19,
1133,30,15,
1134,34,17,
1135,2,1,
1136,11,6,
1137,10,5,
1138,39,20,
1139,26,13,
1140,7,4,
1141,25,13,
1142,32,16,
1143,25,13,
1144,12,6,
1145,18,9,
1146,22,11,
1147,31,16,
1148,5,3,
1149,39,20,
1150,29,15,
1151,22,11,
1152,20,10,
1153,16,8,
1154,37,19,
1155,21,11,
1156,1,1,
1157,18,9,
1158,40,20,
1159,3,2,
1160,4,2,
1161,10,5,
1162,8,4,
1163,31,16,
1164,5,3,
1165,11,6,
1166,38,19,
1167,6,3,
1168,30,15,
1169,23,12,
1170,11,6,
1171,1,1,
1172,19,10,
1173,38,19,
1174,18,9,
1175,6,3,
1176,2,1,
1177,20,10,
1178,21,11,
1179,39,20,
1180,21,11,
1181,25,13,
1182,35,18,
1183,16,8,
1184,2,1,
1185,20,10,
1186,8,4,
1187,10,5,
1188,18,9,
1189,4,2,
1190,37,19,
1191,8,4,
1192,14,7,
1193,10,5,
1194,20,10,
1195,27,14,
1196,24,12,
1197,33,17,
1198,40,20,
1199,13,7,
1200,16,8,
1201,23,12,
1202,7,4,
1203,40,20,
1204,32,16,
1205,27,14,
1206,37,19,
1207,34,17,
1208,29,15,
1209,13,7,
1210,14,7,
1211,17,9,
1212,30,15,
1213,40,20,
1214,22,11,
1215,8,4,
1216,4,2,
1217,23,12,
1218,35,18,
1219,28,14,
1220,32,16,
1221,14,7,
1222,17,9,
1223,17,9,
1224,29,15,
1225,16,8,
1226,7,4,
1227,9,5,
1228,13,7,
1229,11,6,
1230,23,12,
1231,28,14,
1232,40,20,
1233,37,19,
1234,20,10,
1235,10,5,
1236,31,16,
1237,31,16,
1238,38,19,
1239,2,1,
1240,11,6,
1241,1,1,
1242,34,17,
1243,23,12,
1244,12,6,
1245,33,17,
1246,14,7,
1247,14,7,
1248,1,1,
1249,3,2,
1250,35,18,
1251,35,18,
1252,35,18,
1253,35,18,
1254,26,13,
1255,14,7,
1256,1,1,
1257,1,1,
1258,21,11,
1259,9,5,
1260,5,3,
1261,30,15,
1262,6,3,
1263,9,5,
1264,16,8,
1265,19,10,
1266,18,9,
1267,10,5,
1268,6,3,
1269,11,6,
1270,36,18,
1271,23,12,
1272,36,18,
1273,11,6,
1274,7,4,
1275,26,13,
1276,17,9,
1277,33,17,
1278,2,1,
1279,24,12,
1280,8,4,
1281,5,3,
1282,16,8,
1283,1,1,
1284,38,19,
1285,31,16,
1286,14,7,
1287,32,16,
1288,13,7,
1289,19,10,
1290,35,18,
1291,9,5,
1292,34,17,
1293,28,14,
1294,11,6,
1295,32,16,
1296,16,8,
1297,15,8,
1298,19,10,
1299,21,11,
1300,34,17,
1301,2,1,
1302,38,19,
1303,2,1,
1304,10,5,
1305,28,14,
1306,16,8,
1307,20,10,
1308,14,7,
1309,3,2,
1310,24,12,
1311,14,7,
1312,33,17,
1313,11,6,
1314,31,16,
1315,37,19,
1316,10,5,
1317,6,3,
1318,7,4,
1319,27,14,
1320,12,6,
1321,16,8,
1322,14,7,
1323,37,19,
1324,16,8,
1325,23,12,
1326,5,3,
1327,30,15,
1328,35,18,
1329,22,11,
1330,4,2,
1331,18,9,
1332,36,18,
1333,3,2,
1334,39,20,
1335,6,3,
1336,5,3,
1337,13,7,
1338,2,1,
1339,37,19,
1340,29,15,
1341,37,19,
1342,4,2,
1343,4,2,
1344,30,15,
1345,29,15,
1346,6,3,
1347,5,3,
1348,27,14,
1349,2,1,
1350,35,18,
1351,15,8,
1352,29,15,
1353,31,16,
1354,24,12,
1355,2,1,
1356,2,1,
1357,24,12,
1358,22,11,
1359,33,17,
1360,35,18,
1361,31,16,
1362,30,15,
1363,8,4,
1364,31,16,
1365,33,17,
1366,33,17,
1367,37,19,
1368,18,9,
1369,26,13,
1370,12,6,
1371,19,10,
1372,40,20,
1373,29,15,
1374,13,7,
1375,34,17,
1376,40,20,
1377,21,11,
1378,27,14,
1379,33,17,
1380,27,14,
1381,20,10,
1382,2,1,
1383,39,20,
1384,12,6,
1385,3,2,
1386,30,15,
1387,32,16,
1388,32,16,
1389,2,1,
1390,34,17,
1391,39,20,
1392,29,15,
1393,34,17,
1394,23,12,
1395,29,15,
1396,32,16,
1397,13,7,
1398,16,8,
1399,39,20,
1400,13,7,
1401,29,15,
1402,23,12,
1403,1,1,
1404,13,7,
1405,24,12,
1406,18,9,
1407,26,13,
1408,13,7,
1409,39,20,
1410,25,13,
1411,39,20,
1412,32,16,
1413,15,8,
1414,6,3,
1415,30,15,
1416,12,6,
1417,2,1,
1418,39,20,
1419,10,5,
1420,15,8,
1421,34,17,
1422,29,15,
1423,37,19,
1424,36,18,
1425,33,17,
1426,30,15,
1427,9,5,
1428,40,20,
1429,6,3,
1430,40,20,
1431,13,7,
1432,20,10,
1433,26,13,
1434,28,14,
1435,29,15,
1436,38,19,
1437,5,3,
1438,39,20,
1439,8,4,
1440,1,1,
1441,5,3,
1442,22,11,
1443,36,18,
1444,40,20,
1445,20,10,
1446,39,20,
1447,12,6,
1448,13,7,
1449,6,3,
1450,19,10,
1451,4,2,
1452,11,6,
1453,13,7,
1454,37,19,
1455,40,20,
1456,8,4,
1457,33,17,
1458,5,3,
1459,3,2,
1460,36,18,
1461,29,15,
1462,36,18,
1463,16,8,
1464,12,6,
1465,26,13,
1466,35,18,
1467,13,7,
1468,34,17,
1469,38,19,
1470,8,4,
1471,1,1,
1472,31,16,
1473,18,9,
1474,37,19,
1475,30,15,
1476,37,19,
1477,16,8,
1478,35,18,
1479,2,1,
1480,28,14,
1481,10,5,
1482,38,19,
1483,15,8,
1484,34,17,
1485,6,3,
1486,34,17,
1487,27,14,
1488,40,20,
1489,26,13,
1490,31,16,
1491,2,1,
1492,8,4,
1493,1,1,
1494,14,7,
1495,13,7,
1496,27,14,
1497,9,5,
1498,24,12,
1499,30,15,
1500,33,17,
1501,6,3,
1502,29,15,
1503,13,7,
1504,35,18,
1505,19,10,
1506,9,5,
1507,34,17,
1508,24,12,
1509,7,4,
1510,29,15,
1511,16,8,
1512,21,11,
1513,1,1,
1514,15,8,
1515,13,7,
1516,1,1,
1517,1,1,
1518,19,10,
1519,6,3,
1520,5,3,
1521,10,5,
1522,33,17,
1523,3,2,
1524,24,12,
1525,1,1,
1526,19,10,
1527,7,4,
1528,36,18,
1529,28,14,
1530,32,16,
1531,19,10,
1532,27,14,
1533,29,15,
1534,38,19,
1535,38,19,
1536,5,3,
1537,4,2,
1538,22,11,
1539,10,5,
1540,21,11,
1541,14,7,
1542,9,5,
1543,1,1,
1544,8,4,
1545,11,6,
1546,33,17,
1547,14,7,
1548,1,1,
1549,20,10,
1550,7,4,
1551,37,19,
1552,38,19,
1553,22,11,
1554,32,16,
1555,11,6,
1556,33,17,
1557,36,18,
1558,33,17,
1559,32,16,
1560,7,4,
1561,14,7,
1562,31,16,
1563,38,19,
1564,5,3,
1565,28,14,
1566,26,13,
1567,29,15,
1568,27,14,
1569,7,4,
1570,19,10,
1571,20,10,
1572,4,2,
1573,10,5,
1574,5,3,
1575,5,3,
1576,13,7,
1577,24,12,
1578,6,3,
1579,1,1,
1580,17,9,
1581,11,6,
1582,24,12,
1583,30,15,
1584,39,20,
1585,10,5,
1586,18,9,
1587,6,3,
1588,3,2,
1589,40,20,
1590,13,7,
1591,7,4,
1592,29,15,
1593,6,3,
1594,15,8,
1595,4,2,
1596,31,16,
1597,20,10,
1598,27,14,
1599,12,6,
1600,24,12,
1601,3,2,
1602,35,18,
1603,11,6,
1604,34,17,
1605,23,12,
1606,10,5,
1607,39,20,
1608,29,15,
1609,20,10,
1610,12,6,
1611,3,2,
1612,18,9,
1613,36,18,
1614,3,2,
1615,6,3,
1616,8,4,
1617,10,5,
1618,29,15,
1619,21,11,
1620,26,13,
1621,27,14,
1622,27,14,
1623,20,10,
1624,17,9,
1625,12,6,
1626,28,14,
1627,24,12,
1628,34,17,
1629,27,14,
1630,39,20,
1631,28,14,
1632,23,12,
1633,27,14,
1634,30,15,
1635,9,5,
1636,10,5,
1637,30,15,
1638,8,4,
1639,1,1,
1640,32,16,
1641,3,2,
1642,21,11,
1643,13,7,
1644,19,10,
1645,18,9,
1646,38,19,
1647,5,3,
1648,5,3,
1649,6,3,
1650,38,19,
1651,12,6,
1652,14,7,
1653,26,13,
1654,27,14,
1655,3,2,
1656,39,20,
1657,37,19,
1658,31,16,
1659,24,12,
1660,25,13,
1661,29,15,
1662,10,5,
1663,33,17,
1664,16,8,
1665,39,20,
1666,19,10,
1667,28,14,
1668,8,4,
1669,31,16,
1670,10,5,
1671,23,12,
1672,12,6,
1673,2,1,
1674,35,18,
1675,33,17,
1676,26,13,
1677,11,6,
1678,17,9,
1679,35,18,
1680,20,10,
1681,37,19,
1682,20,10,
1683,12,6,
1684,34,17,
1685,20,10,
1686,13,7,
1687,33,17,
1688,1,1,
1689,16,8,
1690,15,8,
1691,40,20,
1692,17,9,
1693,39,20,
1694,31,16,
1695,3,2,
1696,33,17,
1697,11,6,
1698,30,15,
1699,25,13,
1700,25,13,
1701,30,15,
1702,40,20,
1703,29,15,
1704,28,14,
1705,30,15,
1706,40,20,
1707,22,11,
1708,26,13,
1709,6,3,
1710,5,3,
1711,23,12,
1712,10,5,
1713,3,2,
1714,2,1,
1715,36,18,
1716,17,9,
1717,8,4,
1718,5,3,
1719,33,17,
1720,33,17,
1721,33,17,
1722,13,7,
1723,19,10,
1724,28,14,
1725,37,19,
1726,18,9,
1727,5,3,
1728,31,16,
1729,29,15,
1730,10,5,
1731,15,8,
1732,17,9,
1733,12,6,
1734,35,18,
1735,16,8,
1736,34,17,
1737,19,10,
1738,1,1,
1739,2,1,
1740,14,7,
1741,38,19,
1742,34,17,
1743,17,9,
1744,20,10,
1745,8,4,
1746,25,13,
1747,30,15,
1748,15,8,
1749,33,17,
1750,39,20,
1751,5,3,
1752,2,1,
1753,36,18,
1754,15,8,
1755,7,4,
1756,38,19,
1757,26,13,
1758,3,2,
1759,19,10,
1760,12,6,
1761,12,6,
1762,34,17,
1763,30,15,
1764,7,4,
1765,9,5,
1766,24,12,
1767,18,9,
1768,40,20,
1769,36,18,
1770,21,11,
1771,2,1,
1772,1,1,
1773,2,1,
1774,37,19,
1775,38,19,
1776,39,20,
1777,12,6,
1778,31,16,
1779,39,20,
1780,17,9,
1781,31,16,
1782,34,17,
1783,24,12,
1784,19,10,
1785,18,9,
1786,18,9,
1787,12,6,
1788,40,20,
1789,4,2,
1790,14,7,
1791,38,19,
1792,16,8,
1793,34,17,
1794,28,14,
1795,34,17,
1796,34,17,
1797,33,17,
1798,39,20,
1799,31,16,
1800,27,14,
1801,7,4,
1802,12,6,
1803,36,18,
1804,3,2,
1805,1,1,
1806,11,6,
1807,30,15,
1808,3,2,
1809,38,19,
1810,17,9,
1811,11,6,
1812,26,13,
1813,30,15,
1814,7,4,
1815,14,7,
1816,32,16,
1817,40,20,
1818,1,1,
1819,30,15,
1820,32,16,
1821,1,1,
1822,19,10,
1823,21,11,
1824,8,4,
1825,11,6,
1826,28,14,
1827,16,8,
1828,14,7,
1829,37,19,
1830,24,12,
1831,1,1,
1832,8,4,
1833,21,11,
1834,18,9,
1835,27,14,
1836,10,5,
1837,35,18,
1838,34,17,
1839,6,3,
1840,35,18,
1841,5,3,
1842,14,7,
1843,29,15,
1844,37,19,
1845,30,15,
1846,2,1,
1847,20,10,
1848,2,1,
1849,19,10,
1850,19,10,
1851,2,1,
1852,11,6,
1853,37,19,
1854,26,13,
1855,10,5,
1856,7,4,
1857,17,9,
1858,13,7,
1859,36,18,
1860,7,4,
1861,28,14,
1862,9,5,
1863,38,19,
1864,39,20,
1865,36,18,
1866,10,5,
1867,20,10,
1868,12,6,
1869,22,11,
1870,35,18,
1871,29,15,
1872,17,9,
1873,23,12,
1874,26,13,
